Author;AlgorithmID;ModelID;ModelName;Model_Features;Model_Constraints;SystemIteration;AlgorithmIteration;Timeout;InTime;NoError;Time;Size;T-Value;Validity;Valid Conditions;Coverage;ROIC;MSOC;FIMD;ICST;Runtime;Throughput;TotalCreatedBytes;TotalPauseTime;AveragePauseTime
Joshua Sprey;Chvatal_t2;23;BusyBox_2008-03-01_09-35-39;546;1675;5;1;600000;true;true;148397;37;2;1;579278;1;0.02703;0.58909;0.5999;0.75989;140.6771;98.80668;46904;1.67873;0.11991
Joshua Sprey;Chvatal_t2;23;BusyBox_2008-03-01_09-35-39;546;1675;6;1;600000;true;true;151364;37;2;1;579278;1;0.02703;0.5887;0.59952;0.75989;143.5915;98.76642;46904;1.77131;0.12652
Joshua Sprey;Chvatal_t2;23;BusyBox_2008-03-01_09-35-39;546;1675;7;1;600000;true;true;155547;37;2;1;579278;1;0.02703;0.57975;0.59081;0.75984;147.60406;98.84903;46904;1.69888;0.12135
Joshua Sprey;Chvatal_t2;23;BusyBox_2008-03-01_09-35-39;546;1675;8;1;600000;true;true;151951;37;2;1;579278;1;0.02703;0.58988;0.60067;0.76024;144.09538;98.78386;46904;1.7524;0.12517
Joshua Sprey;Chvatal_t2;23;BusyBox_2008-03-01_09-35-39;546;1675;9;1;600000;true;true;144168;37;2;1;579278;1;0.02703;0.58039;0.59144;0.76027;136.78404;98.766;46904;1.68791;0.12056
Joshua Sprey;Chvatal_t2;23;BusyBox_2008-03-01_09-35-39;546;1675;10;1;600000;true;true;142425;37;2;1;579278;1;0.02703;0.58958;0.60038;0.76027;135.25166;98.71945;46904;1.73197;0.12371
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;1;1;600000;true;true;102064;41;2;1;438392;1;0.02439;0.67576;0.68348;0.78273;90.45001;98.44609;31102;1.40552;0.12777
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;2;1;600000;true;true;104157;41;2;1;438392;1;0.02439;0.67273;0.68053;0.78222;92.91068;98.60809;31102;1.29323;0.11757
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;3;1;600000;true;true;102714;41;2;1;438392;1;0.02439;0.67638;0.68409;0.78266;91.71538;98.62941;31103;1.25704;0.11428
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;4;1;600000;true;true;106093;41;2;1;438392;1;0.02439;0.67514;0.68287;0.78196;94.80061;98.60758;31104;1.32002;0.12
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;5;1;600000;true;true;104641;41;2;1;438392;1;0.02439;0.67309;0.68087;0.7828;92.85819;98.55309;31102;1.34358;0.12214
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;6;1;600000;true;true;102747;41;2;1;438392;1;0.02439;0.67202;0.67983;0.78224;91.48696;98.57783;31103;1.3011;0.11828
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;7;1;600000;true;true;104072;41;2;1;438392;1;0.02439;0.67398;0.68174;0.78231;92.73177;98.60789;31104;1.29093;0.11736
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;8;1;600000;true;true;106143;41;2;1;438392;1;0.02439;0.67371;0.68148;0.78289;94.77526;98.60187;31102;1.32508;0.12046
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;9;1;600000;true;true;105832;41;2;1;438392;1;0.02439;0.67625;0.68396;0.78191;94.61922;98.61319;31103;1.31219;0.11929
Joshua Sprey;Chvatal_t2;24;BusyBox_2007-11-02_23-31-10;475;1462;10;1;600000;true;true;104994;41;2;1;438392;1;0.02439;0.67469;0.68244;0.7828;93.32406;98.63961;31103;1.26957;0.11542
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;1;1;600000;true;true;193419;35;2;1;701315;1;0;0.48509;0.48509;0.77951;183.46319;98.85731;68041;2.09641;0.11647
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;2;1;600000;true;true;187272;35;2;1;701315;1;0;0.4911;0.4911;0.77976;177.44606;98.80945;68041;2.11259;0.11737
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;3;1;600000;true;true;195584;35;2;1;701315;1;0;0.494;0.494;0.77914;183.44171;98.92295;67331;1.97576;0.10976
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;4;1;600000;true;true;198310;35;2;1;701315;1;0;0.4904;0.4904;0.77966;187.10774;98.90905;67801;2.04125;0.1134
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;5;1;600000;true;true;191620;35;2;1;701315;1;0;0.48683;0.48683;0.77885;180.76195;98.84825;67802;2.08192;0.11566
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;6;1;600000;true;true;200764;35;2;1;701315;1;0;0.49193;0.49193;0.77953;189.52052;98.92113;67801;2.04467;0.11359
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;7;1;600000;true;true;197938;35;2;1;701315;1;0;0.48709;0.48709;0.77941;185.05882;98.91545;67331;2.00705;0.1115
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;8;1;600000;true;true;193080;35;2;1;701315;1;0;0.48866;0.48866;0.77968;181.53783;98.85816;67802;2.07287;0.11516
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;9;1;600000;true;true;199802;35;2;1;701315;1;0;0.4945;0.4945;0.77978;188.83983;98.88554;67802;2.10455;0.11692
Joshua Sprey;Chvatal_t2;25;BusyBox_2009-11-01_04-01-30;602;1862;10;1;600000;true;true;200748;35;2;1;701315;1;0;0.4955;0.4955;0.77906;189.12927;98.87203;67801;2.13333;0.11852
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;1;1;600000;true;true;179092;37;2;1;657060;1;0.02703;0.72178;0.7291;0.80202;167.98726;98.80831;62794;2.00188;0.11776
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;2;1;600000;true;true;181000;37;2;1;657060;1;0.02703;0.72218;0.72949;0.80289;170.07518;98.84445;62794;1.96531;0.11561
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;3;1;600000;true;true;177482;37;2;1;657060;1;0.02703;0.71664;0.7241;0.80354;167.08302;98.86351;62794;1.89889;0.1117
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;4;1;600000;true;true;187748;37;2;1;657060;1;0.02703;0.72021;0.72758;0.80225;175.35389;98.85761;62547;2.00322;0.11784
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;5;1;600000;true;true;182347;37;2;1;657060;1;0.02703;0.70936;0.71701;0.80227;171.38887;98.81642;62794;2.02852;0.11932
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;6;1;600000;true;true;188142;37;2;1;657060;1;0.02703;0.72254;0.72984;0.80264;175.91843;98.87132;62548;1.98555;0.1168
Joshua Sprey;Chvatal_t2;26;BusyBox_2009-06-01_11-26-30;583;1796;7;1;600000;true;true;181977;37;2;1;657060;1;0.02703;0.72209;0.7294;0.80218;170.84695;98.85698;62794;1.95281;0.11487
